40	0.12274368231046931
41	0.10735708165014078
42	0.09719222462203024
43	0.11286407766990292
44	0.09390862944162437
45	0.05747126436781609
46	0.075
47	0.10714285714285714
48	0.104
49	0.13858695652173914
5	0.1556491967342639
50	0.10256410256410256
51	0.10843373493975904
52	0.0
53	0.109375
54	0.0
55	0.125
56	0.05832147937411095
57	0.049773755656108594
58	0.07692307692307693
59	0.10595238095238095
6	0.16896973157176373
60	0.1375886524822695
61	0.10126582278481013
62	0.10666666666666667
63	0.056338028169014086
64	0.09278350515463918
65	0.08290155440414508
66	0.08173076923076923
67	0.09782608695652174
68	0.10264900662251655
69	0.09333333333333334
7	0.1862710407925997
70	0.04195804195804196
71	0.08522727272727272
72	0.07333333333333333
73	0.06172839506172839
74	0.06451612903225806
75	0.012987012987012988
76	0.04073072465367846
77	0.12690767399069164
8	0.19210328310699315
9	0.06923076923076923
1	0.11073032380051998
10	0.09523809523809523
11	0.09017912291537987
12	0.07333333333333333
13	0.08477722772277228
14	0.10684273709483794
15	0.09476309226932668
16	0.11185889997679276
17	0.07057057057057058
18	0.09090909090909091
19	0.0831353919239905
2	0.0906784188034188
20	0.13225371120107962
21	0.14001879446905624
22	0.1637278710449442
23	0.12949937939594539
24	0.1791077677661128
25	0.10484668644906034
26	0.0990990990990991
27	0.11645569620253164
28	0.1899329595240707
29	0.09778357235984354
3	0.14111544307143328
30	0.09484777517564402
31	0.14864562346093574
32	0.17709807660791704
33	0.1617301656585812
34	0.16611595073595675
35	0.15644082582145974
36	0.13784461152882205
37	0.12234042553191489
38	0.12271805273833672
39	0.13953488372093023
4	0.13270347577359798
