Degrees Latitude,Degrees Longitude,Density
41.71,-87.62,0
41.77,-87.64,1.361727836
41.79,-87.73,1.113943352
41.81,-87.63,3.357172258
41.83,-87.72,3.832700471
41.84,-87.68,4.90383308
41.85,-87.81,1.838849091
41.87,-87.65,5.18309894
41.89,-87.74,2.564666064
41.91,-87.64,6.669338827
41.93,-87.73,4.495877215
41.94,-87.69,4.818496418
41.95,-87.82,2.782472624
41.96,-87.78,3.495683068
41.99,-87.75,2.276461804
42,-87.69,1.113943352
42.01,-87.75,2.84260924
41.75,-87.65,1.322219295
41.8,-87.61,2.672097858
41.81,-87.73,3.057285644
41.82,-87.69,2.959518377
41.87,-87.75,2.012837225
41.91,-87.74,3.254548077
41.92,-87.8,1.204119983
41.94,-87.79,2.267171728
41.97,-87.65,4.202079441
42.07,-87.76,4.407033803
41.78,-87.61,2.271841607
41.8,-87.71,2.481442629
41.82,-87.79,2.390935107
41.85,-87.65,3.999478534
41.88,-87.62,6.141965603
41.9,-87.67,5.636979083
41.95,-87.66,5.482983572
41.97,-87.75,2.954724791
42.04,-87.81,1.602059991
42.05,-87.77,0
41.73,-87.65,0
41.76,-87.62,0.477121255
41.78,-87.6,2
41.79,-87.67,2.919601024
41.8,-87.7,2.187520721
41.83,-87.66,4.059714846
41.85,-87.75,2.152288344
41.86,-87.63,5.135682727
41.88,-87.72,3.038222638
41.89,-87.68,4.562245268
41.9,-87.77,2.390935107
41.92,-87.71,4.689903497
41.93,-87.67,5.370500136
41.94,-87.8,3.247973266
41.95,-87.76,3.444513206
41.97,-87.85,3.093421685
41.98,-87.73,6.495270493
41.99,-87.69,4.069483094
42.02,-87.82,0.477121255
42.03,-87.78,3.290702243
41.71,-87.6,0
41.74,-87.63,2.663700925
41.75,-87.59,0.301029996
41.76,-87.72,0.602059991
41.77,-87.68,0.301029996
41.81,-87.67,3.011147361
41.82,-87.6,0.602059991
41.83,-87.76,1.431363764
41.86,-87.73,2.878521796
41.87,-87.69,3.766412847
41.91,-87.68,5.196579607
41.92,-87.81,2.230448921
41.93,-87.77,3.26927939
41.95,-87.86,0.301029996
41.98,-87.83,0.477121255
41.99,-87.79,2.617000341
41.75,-87.69,0
41.8,-87.65,2.731588765
41.81,-87.77,2.989004616
41.84,-87.63,4.425469006
41.91,-87.78,1.447158031
41.94,-87.64,5.305781151
41.96,-87.73,3.380934463
41.97,-87.69,3.939119718
42.04,-87.75,3.411282913
42.07,-87.9,0
41.72,-87.63,1.579783597
41.78,-87.65,2.06069784
41.8,-87.75,2.59439255
41.82,-87.64,4.208602574
41.84,-87.73,2.996949248
41.85,-87.69,3.859498558
41.88,-87.66,5.683386592
41.92,-87.65,6.102728281
41.94,-87.74,3.804752602
41.96,-87.83,3.089198367
41.97,-87.79,1.949390007
41.98,-87.67,4.225748524
42,-87.74,2.434568904
42.02,-87.76,3.041787319
41.75,-87.7,0.698970004
41.76,-87.66,0.77815125
41.82,-87.74,2.255272505
41.85,-87.79,2.459392488
41.86,-87.67,4.492760389
41.86,-87.7,3.610660163
41.88,-87.76,0.84509804
41.9,-87.62,4.306317781
41.92,-87.75,4.099577061
41.94,-87.84,1.934498451
41.97,-87.7,3.522574633
41.97,-87.89,3.370883017
41.98,-87.77,2.629409599
41.7,-87.63,0.698970004
41.74,-87.67,1.556302501
41.79,-87.62,2.517195898
41.8,-87.59,0.698970004
41.83,-87.61,3.23578087
41.86,-87.77,2.619093331
41.89,-87.63,7.267522028
41.9,-87.72,4.740133637
41.95,-87.71,4.429623103
41.96,-87.67,4.876927609
41.98,-87.87,2.646403726
41.99,-87.8,0.903089987
42.03,-87.73,0.84509804
42.05,-87.82,2.979092901
42.06,-87.78,1.041392685
42.08,-87.87,1
41.77,-87.63,3.025305865
41.78,-87.59,1.51851394
41.79,-87.72,1.146128036
41.8,-87.69,2.217483944
41.81,-87.62,3.13001195
41.83,-87.71,4.188394071
41.84,-87.67,3.843544212
41.87,-87.64,5.501954328
41.89,-87.73,3.98842517
41.9,-87.82,0
41.91,-87.63,6.072266078
41.93,-87.72,4.181586364
41.94,-87.68,5.144449661
41.95,-87.81,4.508395033
41.96,-87.77,4.11487775
41.99,-87.74,3.327971624
42,-87.68,3.246005904
42.01,-87.74,2.31386722
42.03,-87.83,0.301029996
41.75,-87.64,0.477121255
41.77,-87.73,0
41.78,-87.69,0.903089987
41.81,-87.72,3.67660217
41.81,-87.7,2.403120521
41.82,-87.68,3.16613397
41.84,-87.77,2.657055853
41.87,-87.74,2.889861721
41.91,-87.73,3.998172122
41.92,-87.69,4.672107098
41.92,-87.7,4.570951358
41.93,-87.82,2.012837225
41.94,-87.78,4.083180004
42,-87.78,1
42.07,-87.75,1.041392685
41.85,-87.64,4.436909691
41.88,-87.61,0.698970004
41.9,-87.66,6.189807707
41.91,-87.83,1.278753601
41.92,-87.79,1.462397998
41.95,-87.65,6.006947137
41.97,-87.74,4.306038816
42,-87.8,1.505149978
42.05,-87.76,2.996949248
41.72,-87.7,0.477121255
41.76,-87.61,2.152288344
41.77,-87.57,0.301029996
41.79,-87.66,3.003460532
41.8,-87.6,2.78604121
41.83,-87.65,3.600101256
41.83,-87.7,4.711992713
41.85,-87.74,2.764922985
41.86,-87.62,5.40925496
41.88,-87.71,3.538070787
41.89,-87.67,5.325425347
41.9,-87.76,2.068185862
41.93,-87.66,5.998337818
41.94,-87.7,4.731185708
41.95,-87.75,3.214313897
41.97,-87.84,4.285242162
41.98,-87.72,5.002636832
41.99,-87.68,3.856849679
42.03,-87.77,0
42.05,-87.86,0
41.74,-87.62,0.77815125
41.75,-87.58,0
41.76,-87.71,0.477121255
41.77,-87.67,2.69019608
41.79,-87.76,3.272073788
41.81,-87.66,2.797959644
41.83,-87.75,2.120573931
41.85,-87.8,2.664641976
41.86,-87.72,4.170613703
41.87,-87.68,3.961705784
41.88,-87.81,1.653212514
41.89,-87.77,2.537819095
41.91,-87.67,5.618670314
41.93,-87.76,2.958085849
41.95,-87.85,1.361727836
41.96,-87.8,3.555457217
41.99,-87.78,1.51851394
42.01,-87.78,1.204119983
42.08,-87.82,1.880813592
41.8,-87.64,3.265760917
41.81,-87.76,2.700703717
41.84,-87.62,4.100749526
41.86,-87.82,1.176091259
41.87,-87.78,2.294466226
41.91,-87.77,2.278753601
41.96,-87.72,4.233376903
41.97,-87.68,4.444185372
41.98,-87.9,3.859978442
42.04,-87.74,3.354108439
41.72,-87.62,0.602059991
41.78,-87.64,2.537819095
41.8,-87.74,2.56937391
41.82,-87.63,3.424718337
41.84,-87.72,3.011570444
41.85,-87.68,4.445012288
41.88,-87.65,5.910408271
41.92,-87.64,6.367308016
41.94,-87.73,4.729618293
41.95,-87.69,4.625322742
41.96,-87.82,3.69399061
41.97,-87.78,2.85308953
41.98,-87.66,5.213562911
42,-87.73,4.516231195
42.02,-87.75,2.604226053
42.08,-88.01,4.046885191
41.75,-87.6,0
41.76,-87.65,1.556302501
41.78,-87.74,0.602059991
41.82,-87.73,3.139249218
41.83,-87.69,3.389166084
41.85,-87.78,2.653212514
41.86,-87.66,4.833676106
41.88,-87.75,1.462397998
41.92,-87.74,5.391407983
41.94,-87.83,0.602059991
41.95,-87.79,3.673020907
41.97,-87.88,1.322219295
41.98,-87.76,4.578650669
42.08,-87.76,4.790109158
41.77,-87.7,2.447158031
41.79,-87.61,2.40654018
41.86,-87.76,2.053078443
41.88,-87.7,3.720324717
41.89,-87.62,6.372402512
41.9,-87.71,4.115044395
41.95,-87.89,1.079181246
41.96,-87.66,5.508050047
41.98,-87.86,2.804820679
41.99,-87.7,3.025305865
41.77,-87.62,1.447158031
41.79,-87.71,1.447158031
41.8,-87.68,1.954242509
41.81,-87.61,2.915399835
41.84,-87.66,4.173943437
41.87,-87.63,5.818783914
41.89,-87.72,2.864511081
41.93,-87.71,4.011824096
41.93,-87.8,2.423245874
41.94,-87.67,5.235258191
41.96,-87.76,3.290257269
41.99,-87.73,5.750753629
42,-87.67,3.781539969
42.01,-87.73,4.545344234
42.03,-87.82,0.477121255
42.04,-87.78,3.550105999
41.75,-87.63,2.802773725
41.76,-87.59,1.301029996
41.78,-87.68,2.931457871
41.79,-87.7,2.152288344
41.81,-87.6,3.164352856
41.81,-87.71,3.342817315
41.82,-87.67,2.946452265
41.84,-87.76,1.113943352
41.87,-87.73,3.499412126
41.88,-87.69,4.216772698
41.89,-87.82,0.84509804
41.9,-87.8,0
41.91,-87.72,5.472825171
41.92,-87.68,5.09834602
41.93,-87.81,1.875061263
41.94,-87.77,4.075291419
41.96,-87.86,0.477121255
42,-87.77,1.342422681
42.02,-87.79,0.301029996
41.76,-87.69,1
41.82,-87.77,2.702430536
41.85,-87.63,4.598713924
41.88,-87.79,0.903089987
41.9,-87.65,6.027275792
41.91,-87.82,1.322219295
41.92,-87.78,1.079181246
41.95,-87.64,2.575187845
41.97,-87.73,4.045283851
42,-87.7,2.354108439
42.05,-87.75,2.679427897
41.73,-87.63,2.418301291
41.79,-87.65,2.972665592
41.83,-87.64,4.16214604
41.85,-87.73,2.495544338
41.86,-87.61,1.792391689
41.89,-87.66,5.66767238
41.9,-87.75,2.741151599
41.93,-87.65,6.656047292
41.95,-87.74,3.470116353
41.97,-87.83,3.205475037
41.98,-87.71,3.555094449
41.99,-87.67,3.780677274
42.03,-87.76,3.002166062
41.74,-87.61,0.903089987
41.74,-87.7,1.176091259
41.75,-87.57,0.698970004
41.77,-87.66,1.748188027
41.79,-87.75,2.992111488
41.81,-87.65,2.434568904
41.83,-87.74,2.338456494
41.85,-87.7,3.686368103
41.86,-87.71,3.510946949
41.87,-87.67,4.46408696
41.89,-87.76,1.838849091
41.9,-87.85,0.477121255
41.91,-87.66,6.106796515
41.93,-87.75,4.710641927
41.95,-87.84,3.187520721
41.96,-87.7,4.157184682
41.98,-87.81,2.428134794
41.99,-87.77,2.390935107
42.01,-87.77,0.602059991
42.03,-87.86,0
41.74,-87.71,0.602059991
41.75,-87.67,1.707570176
41.8,-87.63,3.29578694
41.81,-87.75,1.707570176
41.84,-87.61,2.361727836
41.87,-87.77,2.608526034
41.87,-87.8,2.068185862
41.91,-87.76,2.149219113
41.96,-87.71,4.352143912
41.97,-87.67,4.586688553
41.98,-87.8,2.230448921
41.98,-87.91,5.65633398
42.06,-87.82,2.324282455
41.78,-87.63,3.206556044
41.79,-87.59,2.45484486
41.8,-87.73,3.078456818
41.82,-87.62,3.42258984
41.84,-87.71,4.197804153
41.85,-87.67,4.737200597
41.88,-87.64,6.739351581
41.9,-87.69,4.675035558
41.92,-87.63,4.345197232
41.94,-87.72,3.734639839
41.95,-87.68,5.024497982
41.96,-87.81,2.367355921
41.97,-87.77,2.926342447
41.98,-87.65,1.602059991
42,-87.72,1.255272505
42.02,-87.74,3.151063253
41.73,-87.67,1.204119983
41.76,-87.64,0.602059991
41.78,-87.73,0.301029996
41.79,-87.69,2.773054693
41.82,-87.72,3.826139618
41.83,-87.68,2.800029359
41.85,-87.77,2.644438589
41.86,-87.65,4.430655448
41.88,-87.74,3.565847819
41.89,-87.8,0
41.9,-87.79,1.176091259
41.91,-87.7,4.111699278
41.92,-87.73,4.494850022
41.93,-87.69,4.760678762
41.94,-87.82,2.542825427
41.95,-87.78,3.795741021
41.97,-87.87,4.07754958
41.98,-87.75,2.397940009
42,-87.82,2.895422546
42.08,-87.75,0.477121255
41.74,-87.65,1.113943352
41.77,-87.6,0.602059991
41.81,-87.69,2.348304863
41.83,-87.78,1.176091259
41.86,-87.75,2.29666519
41.93,-87.79,2.376576957
41.96,-87.65,4.877613193
41.98,-87.85,1.414973348
42.06,-87.76,3.014100322
41.77,-87.61,2.161368002
41.8,-87.67,2.861534411
41.81,-87.79,0.477121255
41.84,-87.65,4.135259899
41.87,-87.62,5.953646152
41.89,-87.71,3.631748074
41.93,-87.7,4.666396286
41.94,-87.66,5.763349364
41.96,-87.75,2.990782692
41.99,-87.72,5.024916465
42,-87.66,2.127104798
42.04,-87.77,0.698970004
41.72,-87.65,0
41.75,-87.62,0.77815125
41.76,-87.58,0
41.78,-87.67,3.103461622
41.79,-87.6,2.839478047
41.8,-87.77,2.436162647
41.82,-87.66,3.570192561
41.84,-87.75,2.06069784
41.87,-87.72,3.310055738
41.88,-87.68,4.469483281
41.9,-87.7,4.422639077
41.91,-87.71,4.689379904
41.92,-87.67,5.518473141
41.94,-87.76,3.713070326
41.95,-87.8,4.098782124
41.96,-87.85,4.285894712
41.98,-87.69,4.022799405
42,-87.76,4.373243118
42.01,-87.82,0.477121255
42.02,-87.78,0
41.74,-87.59,0
41.76,-87.68,0.698970004
41.82,-87.76,1.380211242
41.85,-87.62,4.866765686
41.86,-87.69,3.61898892
41.88,-87.78,0.477121255
41.9,-87.64,6.640839657
41.91,-87.81,0.301029996
41.92,-87.77,2.973127854
41.97,-87.72,4.644005063
41.98,-87.79,2.123851641
